ad_id,ad_type,title,price,breed,location,age,ready_to_leave,litter_size,available,seller_name,seller_type,kc_registered,microchipped,vaccinated,boys,girls,created,reposted,url
110584495250,For Sale,Cocker Spaniel Puppies,"£2,000",Cocker Spaniel,Kent,2 weeks,,5,5,Charlotte,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/kent/110584495250_cocker-spaniel-puppies
620363155551,For Sale,Beautiful Rottweiler pups,"£1,350",Rottweiler,Tyne And Wear,5½ weeks,,5,3,Gemma,Private Advert,No,False,False,False,False,2026-01-09,,https://www.foreverpuppy.co.uk/for-sale/rottweiler/tyne-and-wear/620363155551_beautiful-rottweiler-pups
712862673908,For Sale,Beautiful litter of 7 cocker spaniels,£650,Cocker Spaniel,Northumberland,5 weeks,,7,3,Dana,Private Advert,No,False,False,False,False,2026-01-09,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/northumberland/712862673908_beautiful-litter-of-7-cocker-spaniels
711339317725,For Sale,STUNNING SMOOTH COAT CHIHUAHUAS,"£1,500",Chihuahua Smooth Coat,South Yorkshire,7 weeks,,4,2,Ann,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-smooth-coat/south-yorkshire/711339317725_stunning-smooth-coat-chihuahuas
974156151463,For Sale,5 full pedigree Yorkshire terrier pups,"£1,000",Yorkshire Terrier,Staffordshire,11½ weeks,,5,5,Shane,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/yorkshire-terrier/staffordshire/974156151463_5-full-pedigree-yorkshire-terrier-pups
389436415641,For Sale,KC registered black Labrador boy,"£1,000",Labrador Retriever,Worcestershire,4 months,,1,1,Zygimantas,Private Advert,Yes,True,True,True,False,2026-01-01,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/worcestershire/389436415641_kc-registered-black-labrador-boy
769876418606,For Sale,French Bulldog puppys,£850,French Bulldog,City Of London,10 weeks,,8,3,Maria,Private Advert,No,False,False,False,False,2025-12-03,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/city-of-london/769876418606_french-bulldog-puppys
113245057424,For Sale,( Bully Bassets) Bull Dogs X Basset Hounds for sale,"£1,000",Bulldog,Cheshire,8 weeks,,5,5,Julie,Private Advert,No,True,True,True,False,2026-01-04,,https://www.foreverpuppy.co.uk/for-sale/bulldog/cheshire/113245057424_bully-bassets-bull-dogs-x-basset-hounds-for-sale
085940437550,For Sale,1 black Girl and 1 golden boy and 4 black boys,"£1,200",Labrador Retriever,South Yorkshire,"6 weeks, 2 days",,8,8,Renata,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/south-yorkshire/085940437550_1-black-girl-and-1-golden-boy-and-4-black-boys
085037397720,For Sale,Mastiff puppies,"£1,200",Mastiff,,"9 weeks, 5 days",,4,4,Myles,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/mastiff/area/085037397720_mastiff-puppies
161739355321,For Sale,10 Cockerpoo boys &amp; girls,"£1,200",Cockerpoo,Lancashire,4 weeks,,10,6,Karen,Private Advert,No,True,True,True,True,2025-12-28,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/lancashire/161739355321_10-cockerpoo-boys-and-girls
842897336338,For Sale,Miniature/toy labradoodle F1BB parents DNA tested all clear,"£1,000",Labradoodle,Cambridgeshire,8 weeks,,9,9,Mia,Private Advert,No,True,True,True,True,2025-12-28,,https://www.foreverpuppy.co.uk/for-sale/labradoodle/cambridgeshire/842897336338_miniature-toy-labradoodle-f1bb-parents-dna-tested-all-clear
462920714371,For Sale,Shweenie pups,£900,Mixed Breed,,"10 weeks, 2 days",,2,2,Debbie,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/area/462920714371_shweenie-pups
958476191279,For Sale,7 beautiful puppies for sale,"£1,000",Labrador Retriever,Devon,"4 weeks, 5 days",,7,7,Billie,Private Advert,No,True,True,True,True,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/devon/958476191279_7-beautiful-puppies-for-sale
857089706320,For Sale,FULLY HEALTH TESTED F1 GOLDENDOODLES,"£1,750",Golden Doodle,Cardiff,5 weeks,,7,,Four,Private Advert,No,True,True,True,True,2025-12-28,,https://www.foreverpuppy.co.uk/for-sale/golden-doodle/cardiff/857089706320_fully-health-tested-f1-goldendoodles
080733164434,For Sale,KC &amp; DNA tested blue Staffordshire Bull Terrier puppies,"£1,800",Staffordshire Bull Terrier,Down,9½ weeks,,10,10,Alwyn,Private Advert,Yes,True,True,True,True,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/staffordshire-bull-terrier/down/080733164434_kc-and-dna-tested-blue-staffordshire-bull-terrier-puppies
208309852959,For Sale,✨️ READY NOW✨️Pedigree Minature Dachshunds,£850,Dachshund Miniature Smooth Haired,Lincolnshire,11½ weeks,,7,5,Amanda,Private Advert,No,True,True,True,False,,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/lincolnshire/208309852959_ready-now-pedigree-minature-dachshunds
919062543556,For Sale,Beautiful Teckle puppies.,"£1,100",Dachshund Standard Wire Haired,Kent,8½ weeks,,6,6,Polly,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/for-sale/dachshund-standard-wire-haired/kent/919062543556_beautiful-teckle-puppies
941532659182,Rehome,,£400,Poodle All Crosses,Lancashire,,,1,1,,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/rehome/poodle-all-crosses/lancashire/941532659182_myley-and-bailey-are-crossed-with-a-poodle-and-lab-brother-and-sister-they-are-400-each-cross-with-poodle-and-a-lab-she-is-lovely
257214325439,For Sale,Gorgeous Blue Eyed Husky Puppies,£800,Siberian Husky,,8 weeks,,5,5,Jaime,Private Advert,No,False,False,False,False,2026-01-08,,https://www.foreverpuppy.co.uk/for-sale/siberian-husky/area/257214325439_gorgeous-blue-eyed-husky-puppies
811631009466,For Sale,Lovely little girl puppy,£600,Cockerpoo,,12½ weeks,,1,1,Gemma,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/area/811631009466_lovely-little-girl-puppy
791860590933,For Sale,F1 cockapoos from health tested parents,"£1,100",Cockerpoo,Kent,4 weeks,,7,3,Sarah,Licensed Breeder Advert,No,True,True,True,True,2026-01-02,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/kent/791860590933_f1-cockapoos-from-health-tested-parents
939612691921,For Sale,Cocker spaniel  puppies,£950,Cocker Spaniel,Kent,"10 weeks, 2 days",,4,1,Jamie,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/kent/939612691921_cocker-spaniel-puppies
158924598897,For Sale,Fox Red Cavapoos Fb3,"£2,750",Cavapoo,Nottinghamshire,5 weeks,,7,5,Deb,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/for-sale/cavapoo/nottinghamshire/158924598897_fox-red-cavapoos-fb3
252302970525,For Sale,KC REGISTERED FULLY HEALTH CLEAR,"£2,000",Cavalier King Charles Spaniel,Surrey,9½ weeks,,3,3,Phillip,Private Advert,Yes,True,True,True,True,2025-12-27,,https://www.foreverpuppy.co.uk/for-sale/cavalier-king-charles-spaniel/surrey/252302970525_kc-registered-fully-health-clear
880352516479,For Sale,Sprocket for sale,£550,Sprocker,South Yorkshire,9½ weeks,,5,2,Dean,Private Advert,No,False,False,False,False,2026-01-07,,https://www.foreverpuppy.co.uk/for-sale/sprocker/south-yorkshire/880352516479_sprocket-for-sale
993138359896,For Sale,Miniature Schnauzer Puppies,"£1,000",Schnauzer Miniature,Kent,12 weeks,,6,6,Kerry,Private Advert,No,True,True,True,True,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/schnauzer-miniature/kent/993138359896_miniature-schnauzer-puppies
037425338914,For Sale,Beautiful Miniature Dachshund puppies,"£1,000",Dachshund Miniature Smooth Haired,Hampshire,"6 weeks, 2 days",,4,1,,Private Advert,No,False,False,False,False,2026-01-06,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/hampshire/037425338914_beautiful-miniature-dachshund-puppies
769613144002,For Sale,Long Haired Mini Dachshunds,"£1,595",Dachshund Miniature Long Haired,Carmarthenshire,7½ weeks,,1,1,Rebecca,Private Advert,No,True,True,False,True,,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-long-haired/carmarthenshire/769613144002_long-haired-mini-dachshunds
997473043383,For Sale,Lovely Cockapoo’s for sale,£800,Cockerpoo,East Sussex,12½ weeks,,6,6,Jessica,Private Advert,No,False,False,False,False,2026-01-06,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/east-sussex/997473043383_lovely-cockapoo-s-for-sale
282724930204,For Sale,7 beautiful Labrador puppies dogs and bitches available,"£1,200",Labrador Retriever,,"10 weeks, 5 days",,7,7,Ashley,Private Advert,No,True,True,True,True,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/area/282724930204_7-beautiful-labrador-puppies-dogs-and-bitches-available
668224443002,For Sale,American pocket bully,"£1,500",American Bully,,4 months,,6,6,Esy,Private Advert,Yes,False,False,False,False,2026-01-05,,https://www.foreverpuppy.co.uk/for-sale/american-bully/area/668224443002_american-pocket-bully
580973793784,For Stud,"Bumble – Imperial Shih Tzu Stud, kc reg",£500,Shih Tzu,Merseyside,,,,,Ally,Private Advert,Yes,True,True,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-stud/shih-tzu/merseyside/580973793784_bumble-imperial-shih-tzu-stud-kc-reg
418420169589,For Sale,Pug × frenchi mix,£600,Pug,West Yorkshire,10 weeks,,6,6,Erik,Private Advert,No,False,False,False,False,2026-01-06,,https://www.foreverpuppy.co.uk/for-sale/pug/west-yorkshire/418420169589_pug-frenchi-mix
267927302702,For Sale,Full pedigree Yorkshire terrier pups,"£1,250",Yorkshire Terrier,,"10 weeks, 2 days",,5,5,Shane,Private Advert,No,False,False,False,False,2026-01-06,,https://www.foreverpuppy.co.uk/for-sale/yorkshire-terrier/area/267927302702_full-pedigree-yorkshire-terrier-pups
411647293976,For Sale,Kc Registered German Shepard puppies,"£1,600",German Shepherd,North Yorkshire,7½ weeks,,5,5,Ben,Private Advert,Yes,False,False,False,False,2026-01-05,,https://www.foreverpuppy.co.uk/for-sale/german-shepherd/north-yorkshire/411647293976_kc-registered-german-shepard-puppies
485181549448,For Sale,Japanese Akita Puppies,"£1,850",Japanese Akita,West Yorkshire,8½ weeks,,7,3,Akitas,Private Advert,No,True,True,True,True,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/japanese-akita/west-yorkshire/485181549448_japanese-akita-puppies
404667379468,For Sale,They are ready to go after Christmas,£600,Bichon Frise,Greater London,3 months,,5,5,Mircea,Private Advert,No,False,False,True,True,2025-12-23,,https://www.foreverpuppy.co.uk/for-sale/bichon-frise/greater-london/404667379468_they-are-ready-to-go-after-christmas
696372033438,For Sale,German shepherd puppies KC reg,"£1,300",German Shepherd,Kent,"12 weeks, 2 days",,9,9,Joanna,Private Advert,Yes,True,False,True,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/german-shepherd/kent/696372033438_german-shepherd-puppies-kc-reg
557696464665,For Sale,Adorable Siberian Husky pupps 💕,£850,Siberian Husky,Lancashire,10 weeks,,8,7,Eric,Private Advert,No,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/siberian-husky/lancashire/557696464665_adorable-siberian-husky-pupps
521568925314,For Sale,Dutch Herder x Bull Herder,"£1,500",Mixed Breed,Durham,9 weeks,,6,5,Caitlin,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/durham/521568925314_dutch-herder-x-bull-herder
712691560404,For Sale,Jack Russell puppies,£800,Jack Russell Terrier,,"11 weeks, 2 days",,8,8,Lynsey,Private Advert,No,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/for-sale/jack-russell-terrier/area/712691560404_jack-russell-puppies
489133820919,For Sale,Old English Sheep Dog Puppies for sale,"£2,500",Old English Sheepdog,Norfolk,"6 weeks, 2 days",,1,1,,Private Advert,Yes,False,False,False,False,2026-01-04,,https://www.foreverpuppy.co.uk/for-sale/old-english-sheepdog/norfolk/489133820919_old-english-sheep-dog-puppies-for-sale
719841696660,For Sale,Beautiful Miniature Dachshund Pup,£800,Dachshund Miniature Smooth Haired,Worcestershire,"8 weeks, 2 days",,1,1,,Private Advert,No,True,True,True,False,2025-12-30,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/worcestershire/719841696660_beautiful-miniature-dachshund-pups
879954439687,For Sale,French  bull dog male puppy,£750,French Bulldog,Essex,3½ months,,1,1,Nina,Private Advert,Yes,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/essex/879954439687_visual-pink-french-bull-dog-male-puppy
407330533165,For Sale,Registered german shepherd,"£1,250",German Shepherd,,3½ months,,2,2,Heather,Private Advert,Yes,False,False,False,False,2026-01-04,,https://www.foreverpuppy.co.uk/for-sale/german-shepherd/area/407330533165_registered-german-shepherd
066497358187,For Sale,KC Registered Labrador Retriever Puppies,"£1,100",Labrador Retriever,Cumbria,5 weeks,,9,9,Julie,Private Advert,Yes,True,True,True,True,2026-01-01,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/cumbria/066497358187_kc-registered-labrador-retriever-puppies
197228163166,For Sale,⭐️⭐️Miniature Labradoodle Puppies⭐️⭐️,"£1,400",Labradoodle,Staffordshire,"9 weeks, 5 days",,8,2,Kirsty,Licensed Breeder Advert,No,True,False,False,True,2025-12-18,,https://www.foreverpuppy.co.uk/for-sale/labradoodle/staffordshire/197228163166_miniature-labradoodle-puppies
449677566583,Rehome,Rocco is looking for a new home,£600,German Shepherd,City Of London,,,1,1,Ozlem,Private Advert,Yes,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/rehome/german-shepherd/city-of-london/449677566583_rocco-is-looking-for-a-new-home
240059281412,For Sale,French Bulldog puppies for sale,"£1,250",French Bulldog,Durham,3½ weeks,,9,5,Ashleigh,Private Advert,Yes,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/durham/240059281412_french-bulldog-puppies-for-sale
594313720278,For Sale,Adorable pomeranians,"£1,750",Pomeranian,North Yorkshire,3 months,,2,2,Claire,Private Advert,No,True,True,True,True,2025-12-02,,https://www.foreverpuppy.co.uk/for-sale/pomeranian/north-yorkshire/594313720278_adorable-pomeranians
662183627415,For Stud,Romeo italian greyhound Russian Import for stud,£500,Italian Greyhound,Merseyside,,,,,Ally,Private Advert,Yes,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/for-stud/italian-greyhound/merseyside/662183627415_romeo-italian-greyhound-russian-import-for-stud
059679705842,For Sale,Beautiful great dane pupso0ĺ,"£1,600",Great Dane,West Yorkshire,"3 weeks, 5 days",,13,13,Jane,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/great-dane/west-yorkshire/059679705842_beautiful-great-dane-pupso0l
440811274526,For Sale,Full pedigree show spaniel,"£1,700",Spaniel Cocker,West Midlands,6½ weeks,,8,8,,Private Advert,No,True,True,True,True,2025-12-28,,https://www.foreverpuppy.co.uk/for-sale/spaniel-cocker/west-midlands/440811274526_full-pedigree-show-spaniel
964955726523,For Sale,French Bulldog x Standard Bully Pups. Ready for New homes now.,£850,Mixed Breed,Greater London,3 months,"now."">",5,2,Charmaine,Private Advert,No,False,False,False,False,2025-11-12,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/greater-london/964955726523_french-bulldog-x-standard-bully-pups-ready-for-new-homes-now
208000069900,For Sale,Last girl Cavapoo,"£2,500",Cavapoo,,5 weeks,,3,3,Melanie,Private Advert,No,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/cavapoo/area/208000069900_last-girl-cavapoo
778222214759,Rehome,Need to rehome my Beautiful Boy,"£1,300",Dachshund Miniature Smooth Haired,Cambridgeshire,,,1,1,Imaan,Private Advert,No,False,False,False,False,2026-01-03,,https://www.foreverpuppy.co.uk/rehome/dachshund-miniature-smooth-haired/cambridgeshire/778222214759_need-to-rehome-my-beautiful-boy
483559583936,For Sale,Miniature Dachshund puppies (smooth),"£1,700",Dachshund Miniature Smooth Haired,Somerset,10½ weeks,,4,4,Corey,Private Advert,Yes,False,False,False,False,2025-12-17,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/somerset/483559583936_miniature-dachshund-puppies-smooth
119374768583,Rehome,Female presa canário for sale,£600,Presa Canario,Cambridgeshire,,,1,1,Nelson,Private Advert,No,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/rehome/presa-canario/cambridgeshire/119374768583_female-presa-canario-for-sale
963795927077,For Sale,Cane corso cross,£750,Mixed Breed,Essex,8 weeks,,8,4,Marion,Private Advert,No,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/essex/963795927077_cane-corso-cross
703491770583,For Sale,Adorable Border Collie Puppies,£850,Border Collie,Gwynedd,10 weeks,,6,3,Christopher,Private Advert,No,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/for-sale/border-collie/gwynedd/703491770583_adorable-border-collie-puppies
855650583210,For Sale,Only 1 black Show cockerpoo puppies available,"£1,175",Cockerpoo,West Midlands,12 weeks,,3,3,Jon,Private Advert,No,True,True,True,True,2025-12-19,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/west-midlands/855650583210_only-1-black-show-cockerpoo-puppies-available
125270985618,For Sale,Rare Polish Tatra Shepherd Puppies – Pure Pedigree | Family-Raised | Exceptional Quality,"£1,500",Tatra Shepherd Dog,West Yorkshire,5 months,,7,4,Anna,Private Advert,Yes,True,True,True,True,2025-11-05,,https://www.foreverpuppy.co.uk/for-sale/tatra-shepherd-dog/west-yorkshire/125270985618_rare-polish-tatra-shepherd-puppies-pure-pedigree-family-raised-exceptional-quality
448958173613,For Sale,Striking merle and black Miniature Poodle Puppies,"£1,500",Poodle Miniature,Rutland,8 weeks,,1,1,Jessica,Private Advert,No,True,True,True,True,2025-12-18,,https://www.foreverpuppy.co.uk/for-sale/poodle-miniature/rutland/448958173613_striking-merle-and-black-miniature-poodle-puppies
461292931392,For Sale,Chihuahua puppies for sale,£750,Chihuahua Long Coat,Devon,7 weeks,,6,1,Daniela,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-long-coat/devon/461292931392_chihuahua-puppies-for-sale
439263285157,For Sale,2 nice big chunky healthy girls available come from very good kc registered bloodlines,"£1,500",French Bulldog,Cheshire,"12 weeks, 2 days",,4,2,Laura,Private Advert,Yes,True,True,False,True,2026-01-03,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/cheshire/439263285157_we-have-2-nice-big-healthy-chunky-girls-left-out-of-a-litter-of-4-all-kc-reg-and-have-5-generation-pedigree-certificate-with-a-number-of-famous-kennels-and-dogs-producing-championship-puppies
350180066174,For Sale,Beautiful Staffys for sale . 4gorgeous girls and 2 handsome boys,£500,Staffordshire Bull Terrier,Lancashire,3 weeks,,6,3,Naomi,Private Advert,No,False,False,False,False,2026-01-01,,https://www.foreverpuppy.co.uk/for-sale/staffordshire-bull-terrier/lancashire/350180066174_beautiful-staffys-for-sale-4gorgeous-girls-and-2-handsome-boys
096340782359,For Sale,Excellent Boston Terriers,"£1,600",Boston Terrier,Durham,"11 weeks, 5 days",,6,6,Carole,Private Advert,Yes,True,True,True,True,2025-12-20,,https://www.foreverpuppy.co.uk/for-sale/boston-terrier/durham/096340782359_excellent-boston-terriers
819799905637,Rehome,Kc reg Miniature dachshund,"£1,250",Dachshund Miniature Smooth Haired,Flintshire,,,1,1,Andrew,Private Advert,Yes,False,False,False,False,2026-01-01,,https://www.foreverpuppy.co.uk/rehome/dachshund-miniature-smooth-haired/flintshire/819799905637_miniature-dachshund
653234833462,For Sale,Health-Tested Cane Corso Puppies 🐾,"£2,500",Cane Corso,,"7 weeks, 2 days",,2,2,Today,Private Advert,No,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/cane-corso/area/653234833462_health-tested-cane-corso-puppies
687920798192,For Sale,"✨ Border Collie puppies - 4 female, 2 male ✨",£800,Border Collie,Somerset,"6 weeks, 2 days",,6,6,Lizzy,Private Advert,No,True,True,True,True,2025-12-26,,https://www.foreverpuppy.co.uk/for-sale/border-collie/somerset/687920798192_border-collie-puppies-4-female-2-male
609379996650,For Sale,Beautiful  cockerdor puppies,"£1,050",Cockerdor,Lancashire,6½ weeks,,5,5,,Private Advert,No,False,False,False,False,2026-01-01,,https://www.foreverpuppy.co.uk/for-sale/cockerdor/lancashire/609379996650_beautiful-cockerdor-puppies
103435887656,For Stud,KC FOX RED KC REG HEATH TESTED LABRADOR STUD,£450,Labrador Retriever,Lincolnshire,,,,,Dawn,Licensed Breeder Advert,Yes,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-stud/labrador-retriever/lincolnshire/103435887656_kc-fox-red-kc-reg-heath-tested-labrador-stud
990669594784,For Sale,Beautiful litter of imperial Shihtzus,"£1,500",Shih Tzu,Merseyside,"8 weeks, 2 days","18/1/26 "">",4,4,Ally,Private Advert,Yes,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/shih-tzu/merseyside/990669594784_beautiful-litter-of-imperial-shihtzus
702882444515,For Sale,Beautiful toy cavapoos,"£1,450",Cavapoo,Kent,5 weeks,,3,3,Stevey,Private Advert,No,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/cavapoo/kent/702882444515_beautiful-toy-cavapoos
130077508501,For Sale,Super Staffies,£850,Staffordshire Bull Terrier,,4 months,,6,6,Steven,Private Advert,No,False,True,True,True,2025-12-26,,https://www.foreverpuppy.co.uk/for-sale/staffordshire-bull-terrier/area/130077508501_super-staffies
527682715205,For Sale,Stunning Pure Breed Golden Retriever's,"£1,750",Golden Retriever,Suffolk,7½ weeks,,6,4,Michael,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/golden-retriever/suffolk/527682715205_stunning-pure-breed-golden-retriever-s
916941355890,Wanted,A male puppy wanted for a family,"£1,000",Doberman,West Sussex,,,1,1,Aubrey,Private Advert,Yes,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/wanted/doberman/west-sussex/916941355890_a-male-puppy-wanted-for-a-family
279928469751,Wanted,Puppy wanted for March 2026,"£1,000",Rottweiler,West Sussex,,,1,1,Aubrey,Private Advert,Yes,False,False,False,False,2026-01-02,,https://www.foreverpuppy.co.uk/wanted/rottweiler/west-sussex/279928469751_puppy-wanted-for-march-2026
261229207303,For Sale,West Highland Terrier pups Dad show bloodlines,"£2,200",West Highland White Terrier,Lincs,4½ months,,5,5,Marius,Private Advert,No,False,False,False,False,2025-12-30,,https://www.foreverpuppy.co.uk/for-sale/west-highland-white-terrier/lincs/261229207303_west-highland-terrier-pups-dad-show-bloodlines
612449279344,For Sale,Pekingese puppys (Champion bloodlines),"£3,500",Pekingese,Essex,4 months,,1,1,Atlanta,Private Advert,Yes,True,True,True,False,2025-12-24,,https://www.foreverpuppy.co.uk/for-sale/pekingese/essex/612449279344_pekingese-puppys-champion-bloodlines
891201497140,For Sale,Beautiful Dorkie puppies Ready Now!!,£995,Dachshund Miniature Smooth Haired,East Sussex,3½ months,,3,3,Rachel,Private Advert,No,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/east-sussex/891201497140_beautiful-dorkie-puppies-ready-now
891588887292,For Sale,11 beautiful furbabies,£600,Mixed Breed,Staffordshire,5 weeks,,11,10,Lynda,Private Advert,No,False,False,False,False,2025-12-31,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/staffordshire/891588887292_11-beautiful-furbabies
031365377466,For Sale,Miniature dachshund pups sale,"£1,200",Dachshund Miniature Smooth Haired,,9 weeks,,4,4,Malcolm,Private Advert,Yes,False,False,False,False,2025-12-30,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/area/031365377466_miniature-dachshund-pups-sale
981704858520,For Sale,Beautiful white Swiss shepherds,"£1,995",White Swiss Shepherd Dog,Greater London,"5 weeks, 2 days",,7,7,Liora,Private Advert,No,True,True,True,False,2025-12-26,,https://www.foreverpuppy.co.uk/for-sale/white-swiss-shepherd-dog/greater-london/981704858520_beautiful-white-swiss-shepherds
429693987973,For Sale,"8 health checked working cocker puppies, docked and dew clawed","£2,000",Cocker Spaniel,Derbyshire,3 months,,1,1,,Private Advert,Yes,True,True,True,True,2025-12-17,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/derbyshire/429693987973_8-health-checked-working-cocker-puppies-docked-and-dew-clawed
105945498611,For Sale,LABRADOR PUPPIES LOOKING FOR FOREVER HOMES 🏡🐶,"£1,000",Labrador Retriever,Angus,6½ weeks,,8,8,Christopher,Private Advert,Yes,True,True,True,True,2025-12-26,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/angus/105945498611_labrador-puppies-looking-for-forever-homes
846633729633,For Sale,READY NOW Quality KC Pomeranian boy from experienced breeder,"£1,300",Pomeranian,Lincolnshire,3½ months,,4,1,Sandra,Private Advert,Yes,True,True,True,False,2025-11-05,,https://www.foreverpuppy.co.uk/for-sale/pomeranian/lincolnshire/846633729633_ready-now-quality-kc-pomeranian-boy-from-experienced-breeder
032219064685,For Sale,READY NOW Quality KC dapple smooth male,"£1,100",Dachshund Miniature Smooth Haired,Lincolnshire,3½ months,,2,1,Sandra,Private Advert,Yes,True,True,True,False,,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/lincolnshire/032219064685_ready-now-quality-kc-dapple-smooth-male
645467856224,For Sale,Beautiful Chocolate Labrador Puppies – Family Raised 🐾,"£1,555",Labrador Retriever,Cumbria,7½ weeks,,3,3,,Private Advert,No,False,False,False,False,2025-12-30,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/cumbria/645467856224_beautiful-chocolate-labrador-puppies-family-raised
586220189393,For Sale,Jugs puppies,£450,Jug,,3 months,,3,3,Christopher,Private Advert,No,False,False,False,False,2025-12-30,,https://www.foreverpuppy.co.uk/for-sale/jug/area/586220189393_jugs-puppies
761541772798,For Sale,Beautiful Golden Retriever Puppies - ready now,£950,Golden Retriever,Ceredigion,3 months,,7,7,Thomas,Private Advert,No,True,True,True,True,2025-12-17,,https://www.foreverpuppy.co.uk/for-sale/golden-retriever/ceredigion/761541772798_beautiful-golden-retriever-puppies-ready-now
661919443310,For Sale,Stunning Imperial kc reg  Shih Tzu Puppies,"£1,500",Shih Tzu,Gwynedd,8 weeks,,5,2,Glesni,Private Advert,Yes,False,False,False,False,2025-12-29,,https://www.foreverpuppy.co.uk/for-sale/shih-tzu/gwynedd/661919443310_stunning-imperial-kc-reg-shih-tzu-puppies
718727551375,For Sale,Dogue de Bordeaux / Presa canario,"£1,100",Mixed Breed,West Midlands,9 weeks,,7,4,Paul,Private Advert,No,True,True,True,True,2025-12-25,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/west-midlands/718727551375_dogue-de-bordeaux-presa-canario
