ad_id,ad_type,title,price,breed,location,age,ready_to_leave,litter_size,available,seller_name,seller_type,kc_registered,microchipped,vaccinated,boys,girls,created,reposted,url
270841744604,For Sale,The Beautiful Blue-Eyed French Bulldog Puppies,"£1,200",French Bulldog,Aberdeenshire,3½ months,,5,5,Sonata,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/aberdeenshire/270841744604_the-beautiful-blue-eyed-french-bulldog-puppies
880923995172,For Sale,Rottweiler border collie puppies,£600,Mixed Breed,,3½ months,,3,3,Beth,Private Advert,No,True,True,False,True,2025-12-04,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/area/880923995172_rottweiler-border-collie-puppies
206331052266,For Sale,Beautiful Beagle X Cavapoo Puppies,£800,Cavapoo,Powys,3½ months,,4,2,,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/cavapoo/powys/206331052266_beautiful-beagle-x-cavapoo-puppies
884818063247,For Stud,Stunning F1b Cockapoo For Stud,£300,Cockerpoo,Norfolk,,,,,Emma,Private Advert,No,False,True,False,False,2025-12-11,,https://www.foreverpuppy.co.uk/for-stud/cockerpoo/norfolk/884818063247_stunning-f1b-cockapoo-for-stud
349933319777,For Sale,Beautiful bullmastiff cross puppies looking for loving forever home,£800,Bullmastiff,Greater London,4 months,,9,6,Dana,Private Advert,No,False,False,False,False,2025-11-16,,https://www.foreverpuppy.co.uk/for-sale/bullmastiff/greater-london/349933319777_beautiful-bullmastiff-cross-puppies-looking-for-loving-forever-home
559576968206,For Sale,KC registered Samoyed pups,"£2,500",Samoyed,Devon,11½ weeks,,5,5,,Private Advert,Yes,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/samoyed/devon/559576968206_kc-registered-samoyed-pups
187863570445,For Sale,We have only the girl left:🐶Sweet Chocolate-black Pom Puppies.,"£1,400",Pomeranian,West Midlands,3½ months,,3,3,Peter,Private Advert,No,False,False,False,False,2025-12-15,,https://www.foreverpuppy.co.uk/for-sale/pomeranian/west-midlands/187863570445_we-have-only-the-girl-left-sweet-chocolate-black-pom-puppies
355118747619,For Sale,Labrador puppies,"£1,250",Labrador Retriever,Kent,"12 weeks, 5 days",,12,12,Reanne,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/kent/355118747619_labrador-puppies
143560937462,For Sale,Dachshund puppies for sale,"£1,500",Dachshund Miniature Long Haired,,12 weeks,,4,4,Morgan,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-long-haired/area/143560937462_dachshund-puppies-for-sale
227690067892,For Sale,🏆Labrador puppy’s KC Registered 🏆,"£1,500",Labrador Retriever,West Yorkshire,11 weeks,,9,5,Zara,Private Advert,Yes,True,True,True,True,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/west-yorkshire/227690067892_labrador-puppy-s-kc-registered
759040676280,For Sale,Mini smooth haired dachshund,£800,Dachshund Miniature Smooth Haired,West Yorkshire,10½ weeks,,5,5,Liv,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/west-yorkshire/759040676280_mini-smooth-haired-dachshund
598353572024,For Sale,"Gorgeous mix of Blue, Lilac and Isabella","£1,500",French Bulldog,Greater Manchester,10½ weeks,,7,7,Chloe,Private Advert,Yes,True,True,True,True,,,https://www.foreverpuppy.co.uk/for-sale/french-bulldog/greater-manchester/598353572024_gorgeous-mix-of-blue-lilac-and-isabella
750956060596,For Sale,3 beautiful boy puppies mum and dad can be seen,£800,Shih Tzu,,6 weeks,,3,3,,Private Advert,No,False,False,False,False,2025-12-16,,https://www.foreverpuppy.co.uk/for-sale/shih-tzu/area/750956060596_3-beautiful-boy-puppies-mum-and-dad-can-be-seen
552652379237,For Sale,Shih Tzu Puppies! 2 beautiful female available in Cardiff,"£1,200",Shih Tzu,Bedfordshire,3½ months,,2,2,,Private Advert,No,False,False,False,False,2025-12-15,,https://www.foreverpuppy.co.uk/for-sale/shih-tzu/bedfordshire/552652379237_shih-tzu-puppies-2-beautiful-female-available-in-cardiff
643683856950,For Sale,Puppies for sale,"£1,000",Mixed Breed,Gloucestershire,4½ months,,2,2,Liz,Private Advert,No,False,False,False,False,2025-12-15,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/gloucestershire/643683856950_puppies-for-sale
133845332511,For Sale,Four Boy cocker spaniels,£600,Cocker Spaniel,City Of London,12 weeks,,4,3,Tammy,Private Advert,No,False,False,False,False,2025-12-14,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/city-of-london/133845332511_four-boy-cocker-spaniels
619002379383,For Sale,King Charles Blenheim kc reg,"£2,400",Cavalier King Charles Spaniel,Surrey,3½ months,,2,2,Lula,Private Advert,Yes,True,True,True,False,2025-12-05,,https://www.foreverpuppy.co.uk/for-sale/cavalier-king-charles-spaniel/surrey/619002379383_king-charles-blenheim-kc-reg
891507493301,For Sale,Miniature dachshund longhair,£850,Dachshund Miniature Long Haired,West Midlands,10 weeks,,5,2,Richard,Private Advert,No,False,False,False,False,2025-12-14,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-long-haired/west-midlands/891507493301_miniature-dachshund-longhair
351683577567,For Sale,Miniature Dachshund  Blue &amp; Tan,£750,Dachshund Miniature Smooth Haired,South Lanarkshire,11 months,,1,1,Nicole,Private Advert,Yes,False,False,False,False,2025-12-15,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/south-lanarkshire/351683577567_miniature-dachshund-blue-and-tan
843568512656,For Sale,Excellent home bred pups,"£2,000",Dogue De Bordeaux,,3½ months,,6,6,Wesley,Private Advert,Yes,True,True,False,True,2025-12-02,,https://www.foreverpuppy.co.uk/for-sale/dogue-de-bordeaux/area/843568512656_excellent-home-bred-pups
083183181961,For Sale,✨ Bichon Frisé Puppies from Champion Bloodlines,"£2,500",Bichon Frise,Lincolnshire,3½ months,,4,4,Anda,Private Advert,Yes,True,True,True,True,2025-12-11,,https://www.foreverpuppy.co.uk/for-sale/bichon-frise/lincolnshire/083183181961_bichon-frise-puppies-from-champion-bloodlines
843437680525,For Sale,Mini dachshund cross Jack Russell,£550,Mixed Breed,South Yorkshire,5½ months,,4,4,Lilly,Private Advert,Yes,True,True,True,False,2025-11-21,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/south-yorkshire/843437680525_mini-dachshund-cross-jack-russell
246278018631,For Sale,Beautiful Jack russell puppies,£650,Jack Russell Terrier,Leicestershire,3½ months,,6,6,Sandra,Private Advert,No,True,False,True,True,2025-12-04,,https://www.foreverpuppy.co.uk/for-sale/jack-russell-terrier/leicestershire/246278018631_beautiful-jack-russell-puppies
759798161663,For Sale,Border collie puppies,£595,Border Collie,Lancashire,3½ months,,4,4,Matthew,Private Advert,No,True,False,True,True,,,https://www.foreverpuppy.co.uk/for-sale/border-collie/lancashire/759798161663_border-collie-puppies
944253112810,For Sale,Mixed Yellow and Red Labrador Pups,£900,Labrador Retriever,,"9 weeks, 5 days",,8,8,Antonia,Private Advert,No,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/area/944253112810_mixed-yellow-and-red-labrador-pups
186113100417,For Sale,Stunning puppies for sale ready to go now,£800,Chihuahua Smooth Coat,,4 months,,4,4,,Private Advert,Yes,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-smooth-coat/area/186113100417_stunning-puppies-for-sale-ready-to-go-now
561907928374,For Sale,Registered samoyed puppies,"£1,700",Samoyed,Hertfordshire,10 weeks,"around the 6th January"">",7,7,Annemarie,Private Advert,No,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/samoyed/hertfordshire/561907928374_registered-samoyed-puppies
085070848523,For Sale,,"£1,000",Cockerpoo,South Yorkshire,"12 weeks, 2 days",,5,5,Verity,Private Advert,No,False,False,False,False,2025-12-12,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/south-yorkshire/085070848523_cockapoo
129271611882,For Sale,Beautiful chow chow puppies kc,"£1,800",Chow Chow,South Yorkshire,"7 weeks, 2 days",,7,7,Hannah,Private Advert,Yes,True,True,True,True,2025-12-11,,https://www.foreverpuppy.co.uk/for-sale/chow-chow/south-yorkshire/129271611882_beautiful-chow-chow-puppies-kc
874500183859,For Sale,Miniature dachshunds,"£1,400",Dachshund Miniature Long Haired,Cambridgeshire,3 months,,6,6,Gusia,Private Advert,No,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-long-haired/cambridgeshire/874500183859_miniature-dachshunds
583815929361,For Sale,Chocolate labradour mum,£900,Mixed Breed,,7 weeks,,6,6,Natasha,Private Advert,No,True,True,True,True,2025-12-02,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/area/583815929361_chocolate-labradour-mum
514021272106,For Sale,Cavachon puppies - health tested,£950,Cavachon,,3 months,,7,7,Jessica,Private Advert,No,False,False,False,False,2025-12-14,,https://www.foreverpuppy.co.uk/for-sale/cavachon/area/514021272106_cavachon-puppies-health-tested
601480684126,For Sale,Outstanding Labrador puppies,£750,Labrador Retriever,Denbighshire,"7 weeks, 2 days",,9,6,Oliver,Private Advert,No,False,False,False,False,2025-12-14,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/denbighshire/601480684126_outstanding-labrador-puppies
810164403588,For Sale,💛 Cocker Spaniel Puppies - Ready 4th January 💛,£950,Cocker Spaniel,Kent,"11 weeks, 5 days",,5,1,Tracey,Private Advert,No,True,True,False,True,2025-12-09,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/kent/810164403588_cocker-spaniel-puppies-ready-4th-january
988195791466,For Sale,"Homebred Gorgeous Spangoldors, Brown female and Black and White male","£1,200",Mixed Breed,East Sussex,4 months,,8,2,Rachael,Private Advert,No,True,False,True,True,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/mixed-breed/east-sussex/988195791466_homebred-gorgeous-spangoldors-brown-female-and-black-and-white-male
557501768915,Rehome,New home needed for my boy,£300,French Bulldog,Northanta,,,1,1,Zoe,Private Advert,Yes,False,False,False,False,,,https://www.foreverpuppy.co.uk/rehome/french-bulldog/northanta/557501768915_new-home-needed-for-my-boy
648009812979,For Sale,"Beautiful F1B Labradoodle Puppies Ready to leave , fully vaccinated","£1,250",Labradoodle,North Yorkshire,"11 weeks, 5 days",,8,8,Lewis,Private Advert,No,False,False,False,False,2025-12-14,,https://www.foreverpuppy.co.uk/for-sale/labradoodle/north-yorkshire/648009812979_beautiful-f1b-labradoodle-puppies-ready-soon-25th-december
987139890403,For Sale,1 wonderful KC registered male cocker spaniels for sale.,"£1,200",Cocker Spaniel,Buckinghamshire,3 months,,5,1,Carol,Private Advert,Yes,True,True,True,False,2025-12-09,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/buckinghamshire/987139890403_2-wonderful-kc-registered-male-cocker-spaniels-for-sale
793406226557,For Sale,Family raised show type cocker spaniel puppies,"£2,200",Cocker Spaniel,Herts,12 weeks,,6,6,,Private Advert,Yes,True,True,True,True,2025-12-08,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/herts/793406226557_family-raised-show-type-cocker-spaniel-puppies
347877926549,For Sale,Beautiful KC Registered Cavaliers from *Health Tested Parents*,"£2,300",Cavalier King Charles Spaniel,Cambridgeshire,12 weeks,,5,2,Natalie,Licensed Breeder Advert,Yes,True,True,True,True,2025-11-27,,https://www.foreverpuppy.co.uk/for-sale/cavalier-king-charles-spaniel/cambridgeshire/347877926549_beautiful-kc-registered-cavaliers-from-health-tested-parents
809094963855,For Stud,Stunning boy,£300,Cocker Spaniel,South Yorkshire,,,,,Verity,Private Advert,Yes,False,False,False,False,2025-12-12,,https://www.foreverpuppy.co.uk/for-stud/cocker-spaniel/south-yorkshire/809094963855_stunning-boy
763355939253,Rehome,Nice male French bulldog for sale,£650,French Bulldog,Greater London,1 year,,1,1,Marian,Private Advert,No,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/rehome/french-bulldog/greater-london/763355939253_nice-male-french-bulldog-for-sale
292368973745,For Sale,Show cocker spaniels,£850,Cocker Spaniel,Staffordshire,4½ months,,4,1,Mary,Private Advert,No,True,True,False,True,2025-11-12,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/staffordshire/292368973745_show-cocker-spaniels
509763510427,For Sale,Cane corso puppy’s available NOW,"£1,250",Cane Corso,,3 months,,10,10,Andy,Private Advert,No,False,False,False,False,2025-12-13,,https://www.foreverpuppy.co.uk/for-sale/cane-corso/area/509763510427_cane-corso-puppy-s-available-now
940576512213,For Sale,Pedigree Dalmatian puppies ready to leave 12th December,"£1,450",Dalmatian,Nottinghamshire,3 months,,10,10,Iwona,Private Advert,No,True,True,True,True,2025-11-30,,https://www.foreverpuppy.co.uk/for-sale/dalmatian/nottinghamshire/940576512213_pedigree-dalmatian-puppies-ready-to-leave-12th-december
078779629433,For Sale,Mix chihuahua and Yorkshire terrier,£500,Chihuahua Smooth Coat,City Of London,3½ months,,2,,Stefany,Private Advert,No,False,False,True,True,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-smooth-coat/city-of-london/078779629433_mix-chihuahua-and-yorkshire-terrier
065519765749,For Sale,Beautiful small smooth coat chihuahx,"£1,200",Chihuahua Smooth Coat,Redcar And Cleveland,4½ months,,4,4,,Private Advert,Yes,True,True,True,True,2025-12-05,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-smooth-coat/redcar-and-cleveland/065519765749_beautiful-small-smooth-coat-chihuahx
956311181926,For Sale,2 beautiful dachshunds puppies for sale,"£1,000",Dachshund Miniature Smooth Haired,Kent,3½ months,,2,,Harriet,Private Advert,No,True,True,True,True,,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/kent/956311181926_2-beautiful-dachshunds-puppies-for-sale
561410040016,For Sale,KC Golden Retriever READY NOW,"£2,000",Golden Retriever,Greater Manchester,12½ weeks,,7,7,Daniel,Private Advert,Yes,False,False,False,False,2025-12-12,,https://www.foreverpuppy.co.uk/for-sale/golden-retriever/greater-manchester/561410040016_kc-golden-retriever-ready-20-dec
845612611921,Wanted,Need a new family member to join the Bailey family. Pet only home as they will be a family member,£500,Chihuahua Long Coat,Staffordshire,,,1,1,Michelle,Private Advert,Yes,False,False,False,False,2025-12-11,,https://www.foreverpuppy.co.uk/wanted/chihuahua-long-coat/staffordshire/845612611921_need-a-new-family-member-to-join-the-bailey-family-pet-only-home-as-they-will-be-a-family-member
894610959339,For Sale,Patchy looking for his forever family,£500,Jack Russell Terrier,,3½ months,,1,1,Amelia,Private Advert,No,False,False,False,False,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/jack-russell-terrier/area/894610959339_patchy-looking-for-his-forever-family
081652397416,For Sale,Westie puppys,£800,West Highland White Terrier,Carmarthenshire,3½ months,,4,4,Chantelle,Private Advert,No,False,False,False,False,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/west-highland-white-terrier/carmarthenshire/081652397416_westie-puppys
455756457901,For Sale,Chihuahua pups,£850,Chihuahua Long Coat,West Yorkshire,9½ weeks,,5,2,Kirsty,Private Advert,No,False,False,False,False,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/chihuahua-long-coat/west-yorkshire/455756457901_chihuahua-pups
258668226715,For Sale,Beautiful Poochon Puppies for Sale,£750,Poochon,Essex,8½ weeks,,5,2,Ali,Private Advert,No,False,False,False,False,2025-12-10,,https://www.foreverpuppy.co.uk/for-sale/poochon/essex/258668226715_beautiful-poochon-puppies-for-sale
705187497278,Rehome,🐾 Two Adorable Puppies Looking for a Forever Home – Must Stay Together 🐾,"£1,000",Dachshund Standard Smooth Haired,Surrey,6½ months,,2,2,Natasha,Private Advert,No,True,True,True,True,2025-12-02,,https://www.foreverpuppy.co.uk/rehome/dachshund-standard-smooth-haired/surrey/705187497278_two-adorable-puppies-looking-for-a-forever-home-must-stay-together
715020517606,For Sale,"Champion Sired IVDD/PRA Health Tested Parents , red show quality / pet miniature dachshund puppies !","£1,500",Dachshund Miniature Smooth Haired,Derbyshire,4 months,,2,2,Michelle,Private Advert,Yes,True,True,True,False,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/derbyshire/715020517606_champion-sired-ivdd-pra-health-tested-parents-red-show-quality-pet-miniature-dachshund-puppies
886544289093,For Sale,KC registered Working Clumber Spaniel Puppies,"£2,000",Clumber Spaniel,Pembrokeshire,9 weeks,,4,1,Victoria,Private Advert,Yes,False,False,False,False,2025-12-09,,https://www.foreverpuppy.co.uk/for-sale/clumber-spaniel/pembrokeshire/886544289093_kc-registered-working-clumber-spaniel-puppies
019759587670,For Sale,English bull terrier puppies ready now,"£1,800",English Bull Terrier,West Lothian,3½ months,,4,4,Darren,Private Advert,Yes,True,True,True,False,2025-11-29,,https://www.foreverpuppy.co.uk/for-sale/english-bull-terrier/west-lothian/019759587670_english-bull-terrier-puppies-ready-now
114748263320,For Sale,5 girls 2 boys,"£1,200",Rottweiler,Devon,9½ weeks,,7,5,,Private Advert,No,True,True,True,True,2025-11-27,,https://www.foreverpuppy.co.uk/for-sale/rottweiler/devon/114748263320_5-girls-2-boys
882457431874,For Sale,🐾 King Charles Cavalier spaniels🐾,"£1,600",Cavalier King Charles Spaniel,City Of London,3 months,,3,3,Charley,Private Advert,No,True,True,True,False,,,https://www.foreverpuppy.co.uk/for-sale/cavalier-king-charles-spaniel/city-of-london/882457431874_king-charles-cavalier-spaniels
803834986642,For Sale,Miniature dachshund female pups 🩷 *reduced price*,"£1,100",Dachshund Miniature Smooth Haired,Isle Of Anglesey,12 weeks,,2,2,Kirsty,Private Advert,Yes,True,True,False,True,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/isle-of-anglesey/803834986642_miniature-dachshund-female-pups-reduced-price
131714192447,For Sale,Dalmatian pups,£700,Dalmatian,Wiltshire,4½ months,,7,7,Kevin,Private Advert,No,True,False,True,True,2025-11-29,,https://www.foreverpuppy.co.uk/for-sale/dalmatian/wiltshire/131714192447_dalmatian-pups
296412969742,For Sale,Luxury Teddy Bear Pomeranian Puppies Available to Reserve,"£3,800",Pomeranian,Oldham,10 weeks,,3,3,Andrea,Private Advert,Yes,True,True,True,True,2025-12-04,,https://www.foreverpuppy.co.uk/for-sale/pomeranian/oldham/296412969742_luxury-teddy-bear-pomeranian-puppies-available-to-reserve
754551125439,Rehome,10 months old female black mixed breed puppy,£400,Mixed Breed,,,,1,1,Samantha,Private Advert,No,False,False,False,False,2025-12-08,,https://www.foreverpuppy.co.uk/rehome/mixed-breed/area/754551125439_10-months-old-female-black-mixed-breed-puppy
662143558891,For Sale,12 beautiful cane Corso puppies looking for forever homes,"£1,500",Cane Corso,Northamptonshire,"9 weeks, 2 days",,12,10,Devina,Private Advert,No,False,False,False,False,2025-12-09,,https://www.foreverpuppy.co.uk/for-sale/cane-corso/northamptonshire/662143558891_12-beautiful-cane-corso-puppies-looking-for-forever-homes
358623511956,Wanted,Wanted dog,£200,Mixed Breed,Vale Of Glamorgan,,,1,1,Jason,Private Advert,No,False,False,False,False,2025-12-11,,https://www.foreverpuppy.co.uk/wanted/mixed-breed/vale-of-glamorgan/358623511956_wanted-dog
714010019612,Wanted,Wanted Frenchie,£500,French Bulldog,Berkshire,,,1,1,Gary,Private Advert,Yes,False,False,False,False,2025-12-11,,https://www.foreverpuppy.co.uk/wanted/french-bulldog/berkshire/714010019612_wanted-frenchie
163226012940,For Sale,Stunning black labs only two left one girl one boy ready to go to there new forever homes,£800,Labrador Retriever,Greater Manchester,3½ months,,7,7,Rebecca,Private Advert,No,True,False,True,True,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/greater-manchester/163226012940_stunning-black-labs-only-two-left-one-girl-one-boy-ready-to-go-to-there-new-forever-homes
591898438756,Rehome,"9 weeks old micro chipped, dewormed and de flead, comes with crate bedding food toys and car seat","£1,000",Dachshund Miniature Smooth Haired,,,,1,1,Beccy,Private Advert,Yes,False,False,False,False,2025-12-10,,https://www.foreverpuppy.co.uk/rehome/dachshund-miniature-smooth-haired/area/591898438756_9-weeks-old-micro-chipped-dewormed-and-de-flead-comes-with-crate-bedding-food-toys-and-car-seat
069953359060,For Sale,,"£1,200",Spaniel English Springer,Essex,10 weeks,,8,6,Lorraine,Private Advert,Yes,True,True,True,False,2025-11-15,,https://www.foreverpuppy.co.uk/for-sale/spaniel-english-springer/essex/069953359060_gorgeous-working-kc-reg-springers-on-the-whistle-and-crate-trained-at-night-by-the-time-they-leave-at-8-weeks
636917489174,For Sale,2 girls 2 boys available,£750,Jackapoo,Wiltshire,3½ months,,1,1,Tanya,Private Advert,No,False,True,True,True,2025-11-26,,https://www.foreverpuppy.co.uk/for-sale/jackapoo/wiltshire/636917489174_2-girls-2-boys-available
881653202663,For Sale,3/4 kelpie 1/4 collie girls,£650,Australian Kelpie,Cornwall,3 months,,3,2,Megan,Private Advert,No,True,True,False,True,,,https://www.foreverpuppy.co.uk/for-sale/australian-kelpie/cornwall/881653202663_3-4-kelpie-1-4-collie-girls
337968060330,For Sale,Unique korean maltipoos,"£1,900",Maltipoo,Tyne And Wear,3 months,,3,1,Rhiannon,Private Advert,No,False,False,False,False,2025-12-08,,https://www.foreverpuppy.co.uk/for-sale/maltipoo/tyne-and-wear/337968060330_unique-korean-maltipoos
627858621737,Wanted,Looking for a miniature wire haired dachshund,"£2,000",Dachshund Miniature Wire Haired,Merseyside,,,1,1,,Private Advert,No,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/wanted/dachshund-miniature-wire-haired/merseyside/627858621737_looking-for-a-miniature-wire-haired-dachshund
610839398593,For Sale,9 Stunning Pedigree German Shepherd Puppies,"£1,300",German Shepherd,Isle Of Wight,"12 weeks, 2 days",,9,1,Terri,Private Advert,No,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/for-sale/german-shepherd/isle-of-wight/610839398593_9-stunning-pedigree-german-shepherd-puppies
750809845230,For Sale,Cane corso puppies for sale,£400,Cane Corso,Merseyside,5½ months,,7,7,Susannah,Private Advert,No,True,True,True,True,2025-12-01,,https://www.foreverpuppy.co.uk/for-sale/cane-corso/merseyside/750809845230_cane-corso-puppies-for-sale
302984937126,For Sale,8 beautiful GSD puppies for sale,"£1,250",German Shepherd,,11 weeks,,8,8,Ben,Private Advert,No,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/for-sale/german-shepherd/area/302984937126_8-beautiful-gsd-puppies-for-sale
990105039712,For Sale,Four beautiful Welsh Pembroke Corgis,"£1,200",Welsh Corgi Pembroke,,3 months,,4,4,Susan,Private Advert,No,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/for-sale/welsh-corgi-pembroke/area/990105039712_four-beautiful-welsh-pembroke-corgis
324778270000,For Sale,F2 cockerpoo,£895,Cockerpoo,Durham,"7 weeks, 2 days",,7,3,Leanne,Private Advert,No,False,False,False,False,2025-12-08,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/durham/324778270000_f2-cockerpoo
269883512344,Wanted,Looking for a chocolate cocker spaniel girl,£700,Cocker Spaniel,,,,1,1,Chloe,Private Advert,No,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/wanted/cocker-spaniel/area/269883512344_looking-for-a-chocolate-cocker-spaniel-girl
959366392372,For Sale,Miniature cockapoo from loving family home,£850,Cockerpoo,,3 months,,1,1,Kerry,Private Advert,No,True,True,True,False,2025-11-27,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/area/959366392372_miniature-cockapoo-from-loving-family-home
284975477017,For Sale,Kennel club and health tested,"£1,000",Cocker Spaniel,Moray,11½ weeks,,5,5,Lynda,Private Advert,Yes,False,False,False,False,2025-12-07,,https://www.foreverpuppy.co.uk/for-sale/cocker-spaniel/moray/284975477017_kennel-club-and-health-tested
221023505307,Wanted,Very low budget but would love too get an additional family member to spoil,£90,Dachshund Standard Smooth Haired,East Riding Of Yorkshire,,,1,1,Fiona,Private Advert,No,False,False,False,False,2025-12-09,,https://www.foreverpuppy.co.uk/wanted/dachshund-standard-smooth-haired/east-riding-of-yorkshire/221023505307_very-low-budget-but-would-love-too-get-an-additional-family-member-to-spoil
332763723298,For Sale,Coloured Jack Russell Puppies Ready Now,£650,Jack Russell Terrier,,3 months,,4,4,Annie,Private Advert,No,False,False,False,False,,,https://www.foreverpuppy.co.uk/for-sale/jack-russell-terrier/area/332763723298_coloured-jack-russell-puppies-ready-now
854180227931,For Sale,Beautiful F2B Toy Cockapoo Puppies,"£1,500",Cockerpoo,Nottinghamshire,3 months,,5,3,Perrie,Private Advert,No,True,True,True,True,2025-11-24,,https://www.foreverpuppy.co.uk/for-sale/cockerpoo/nottinghamshire/854180227931_beautiful-f2b-toy-cockapoo-puppies
957054399024,For Sale,RESERVED Miniature Dachshund Puppy – Gorgeous Black &amp; Tan Boy,"£1,000",Dachshund Miniature Smooth Haired,Cambridgeshire,12½ weeks,,1,1,Amy,Private Advert,No,True,True,True,False,2025-11-14,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/cambridgeshire/957054399024_miniature-dachshund-puppy-gorgeous-black-and-tan-boy
024768584177,For Sale,Labrador puppies,£750,Labrador Retriever,East Ayrshire,12½ weeks,,8,8,Marie,Private Advert,No,False,False,False,False,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/labrador-retriever/east-ayrshire/024768584177_labrador-puppies
984350409361,For Sale,Blue Whippet girl pup,"£1,250",Whippet,Kent,3 months,,6,6,Alex,Private Advert,Yes,True,True,False,True,2025-12-02,,https://www.foreverpuppy.co.uk/for-sale/whippet/kent/984350409361_blue-whippet-girl-pup
409228947668,For Sale,Pocket Bully Puppies,"£1,500",American Bully,West Yorkshire,7 weeks,,5,4,Imogen,Private Advert,No,False,False,False,False,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/american-bully/west-yorkshire/409228947668_pocket-bully-puppies
300546518234,For Sale,Toy poodle pedigree,"£1,700",Poodle Toy,Lincolnshire,3 months,,1,1,Penny,Private Advert,Yes,False,False,False,False,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/poodle-toy/lincolnshire/300546518234_toy-poodle-pedigree
889782001167,Rehome,🌟 Beautifully Coloured Dachshund Looking for a Loving Home 🌟 *REHOMING DUE TO SON HAVING ALLERGIES*,"£1,000",Dachshund Miniature Smooth Haired,City Of London,,,1,1,Simone,Private Advert,No,False,False,False,False,2025-12-06,,https://www.foreverpuppy.co.uk/rehome/dachshund-miniature-smooth-haired/city-of-london/889782001167_beautifully-coloured-dachshund-looking-for-a-loving-home
430696749458,For Sale,3 Miniature Daxie girls 🎀,"£1,500",Dachshund Miniature Smooth Haired,Greater Manchester,10 weeks,,3,3,Stacey,Private Advert,Yes,False,False,False,False,2025-12-06,,https://www.foreverpuppy.co.uk/for-sale/dachshund-miniature-smooth-haired/greater-manchester/430696749458_3-miniature-daxie-girls
055944842368,For Sale,Beautiful merle F1B Miniature Australian labradoodle,"£1,297",Australian Labradoodle,Tyne And Wear,5 months,,9,1,Hilary,Private Advert,No,True,True,False,True,2025-12-02,,https://www.foreverpuppy.co.uk/for-sale/australian-labradoodle/tyne-and-wear/055944842368_beautiful-merle-f1b-miniature-australian-labradoodle
